20/11/2024 10:57:21;1;True;0.7;686.0;
20/11/2024 10:57:21;2;True;1.27;4096.767;
20/11/2024 10:57:21;3;False;0;0;
20/11/2024 10:58:36;1;True;1.13;2885.794;
20/11/2024 10:58:36;2;True;0.52;281.216;
20/11/2024 10:58:36;3;False;0;0;
20/11/2024 10:58:56;1;True;0.78;949.104;
20/11/2024 10:58:56;2;True;1.68;9483.264;
20/11/2024 10:58:56;3;False;0;0;
20/11/2024 10:59:46;1;True;1.13;2885.794;
20/11/2024 10:59:46;2;True;1.07;2450.087;
20/11/2024 10:59:46;3;False;0;0;
20/11/2024 11:00:05;1;True;1.21;3543.122;
20/11/2024 11:00:05;2;True;0.75;843.75;
20/11/2024 11:00:05;3;False;0;0;
20/11/2024 11:00:25;1;True;0.57;370.386;
20/11/2024 11:00:25;2;True;0.6;432.0;
20/11/2024 11:00:25;3;False;0;0;
20/11/2024 11:00:55;1;True;1.51;6885.902;
20/11/2024 11:00:55;2;True;1.15;3041.75;
20/11/2024 11:00:55;3;False;0;0;
20/11/2024 11:02:21;1;True;0.59;410.758;
20/11/2024 11:02:21;2;True;1.13;2885.794;
20/11/2024 11:02:21;3;False;0;0;
20/11/2024 11:03:57;1;True;0.56;351.233;
20/11/2024 11:03:57;2;True;0.88;1362.944;
20/11/2024 11:03:57;3;False;0;0;
20/11/2024 11:05:32;1;True;0.74;810.448;
20/11/2024 11:05:32;2;True;1.37;5142.707;
20/11/2024 11:05:32;3;False;0;0;
20/11/2024 11:19:38;1;True;1.38;5256.144;
20/11/2024 11:19:38;2;True;1.12;2809.857;
20/11/2024 11:19:38;3;False;0;0;
20/11/2024 11:25:14;1;True;1.43;5848.414;
20/11/2024 11:25:14;2;True;0.84;1185.408;
20/11/2024 11:25:14;3;False;0;0;
20/11/2024 11:26:15;1;True;0.98;1882.384;
20/11/2024 11:26:15;2;True;0.95;1714.75;
20/11/2024 11:26:15;3;False;0;0;
20/11/2024 11:27:08;1;True;0.92;1557.377;
20/11/2024 11:27:08;2;True;1.96;15059.072;
20/11/2024 11:27:08;3;False;0;0;
20/11/2024 11:31:23;1;True;0.62;476.656;
20/11/2024 11:31:23;2;True;0.6;432.0;
20/11/2024 11:31:23;3;False;0;0;
20/11/2024 11:35:41;1;True;1.94;14602.768;
20/11/2024 11:35:41;2;True;0.54;314.929;
20/11/2024 11:35:41;3;False;0;0;
20/11/2024 11:35:43;1;True;0.89;1409.938;
20/11/2024 11:35:43;2;True;2.0;16000.0;
20/11/2024 11:35:43;3;False;0;0;
20/11/2024 11:35:45;1;True;1.27;4096.767;
20/11/2024 11:35:45;2;True;1.99;15761.198;
20/11/2024 11:35:45;3;False;0;0;
20/11/2024 11:35:47;1;True;1.78;11279.504;
20/11/2024 11:35:47;2;True;1.09;2590.059;
20/11/2024 11:35:47;3;False;0;0;
20/11/2024 11:54:22;1;True;1.76;10903.552;
20/11/2024 11:54:22;2;True;1.09;2590.059;
20/11/2024 11:54:22;3;False;0;0;
20/11/2024 11:54:24;1;True;1.76;10903.552;
20/11/2024 11:54:24;2;True;0.66;574.993;
20/11/2024 11:54:24;3;False;0;0;
20/11/2024 11:54:26;1;True;1.21;3543.122;
20/11/2024 11:54:26;2;True;1.73;10355.434;
20/11/2024 11:54:26;3;False;0;0;
20/11/2024 11:57:32;1;True;1.92;14155.776;
20/11/2024 11:57:32;2;True;1.32;4599.937;
20/11/2024 11:57:32;3;False;0;0;
20/11/2024 11:58:55;1;True;0.51;265.302;
20/11/2024 11:58:55;2;True;0.89;1409.938;
20/11/2024 11:58:55;3;False;0;0;
20/11/2024 11:58:57;1;True;1.3;4394.0;
20/11/2024 11:58:57;2;True;1.76;10903.552;
20/11/2024 11:58:57;3;False;0;0;
20/11/2024 11:58:59;1;True;1.49;6615.898;
20/11/2024 11:58:59;2;True;1.95;14829.75;
20/11/2024 11:58:59;3;False;0;0;
20/11/2024 11:59:01;1;True;1.5;6750.0;
20/11/2024 11:59:01;2;True;0.81;1062.882;
20/11/2024 11:59:01;3;False;0;0;
20/11/2024 11:59:03;1;True;1.22;3631.696;
20/11/2024 11:59:03;2;True;1.31;4496.182;
20/11/2024 11:59:03;3;False;0;0;
20/11/2024 11:59:06;1;True;1.09;2590.059;
20/11/2024 11:59:06;2;True;1.15;3041.75;
20/11/2024 11:59:06;3;False;0;0;
20/11/2024 11:59:08;1;True;0.87;1317.006;
20/11/2024 11:59:08;2;True;1.74;10536.048;
20/11/2024 11:59:08;3;False;0;0;
20/11/2024 11:59:10;1;True;1.88;13289.344;
20/11/2024 11:59:10;2;True;0.56;351.233;
20/11/2024 11:59:10;3;False;0;0;
20/11/2024 11:59:45;1;True;0.8;1024.001;
20/11/2024 11:59:45;2;True;0.79;986.079;
20/11/2024 11:59:45;3;False;0;0;
20/11/2024 11:59:47;1;True;1.68;9483.264;
20/11/2024 11:59:47;2;True;1.81;11859.483;
20/11/2024 11:59:47;3;False;0;0;
20/11/2024 11:59:49;1;True;0.76;877.953;
20/11/2024 11:59:49;2;True;1.65;8984.25;
20/11/2024 11:59:49;3;False;0;0;
20/11/2024 11:59:51;1;True;0.64;524.289;
